,D003093_Ulcerative Colitis,D009062_Mouth Neoplasms,D003424_Crohn Disease,D043183_Irritable Bowel Syndrome,D002446_Celiac Disease,D015179_Colorectal Neoplasms,D003123_Colorectal Neoplasms,D002537_Atherosclerosis,D003324_Atherosclerosis,D050197_Atherosclerosis,D058729_Peripheral Arterial Disease,D003968_Diarrhea,D003967_Diarrhea,D003324_Coronary Artery Disease,D010190_Pancreatic Neoplasms,D005764_Gastroesophageal Reflux,D007822_Laryngeal Neoplasms,D015212_Inflammatory Bowel Diseases,D064726_Breast Neoplasms,D001943_Breast Neoplasms,D058922_Breast Neoplasms,D018567_Breast Neoplasms,D003248_Constipation,D010300_Parkinson Disease,D010302_Parkinson Disease,D020734_Parkinson Disease,D004938_Esophageal Neoplasms,D002583_Uterine Cervical Neoplasms,D020767_Thrombosis,D012851_Thrombosis,D020226_Thrombosis,D013927_Thrombosis,D002341_Thrombosis,D020225_Thrombosis,D013479_Thrombosis,D020244_Thrombosis,D020246_Thrombosis,D006502_Thrombosis,D012170_Thrombosis,D065666_Thrombosis,D003328_Thrombosis,D006258_Head and Neck Neoplasms,D008114_Liver Neoplasms,D008113_Liver Neoplasms,D000690_Amyotrophic Lateral Sclerosis,D016889_Endometrial Neoplasms,D008175_Lung Neoplasms,D012004_Rectal Neoplasms,D019586_Hypertension,D006974_Hypertension,D011559_Hypertension,D006975_Hypertension,D010547_Hypertension,D006978_Hypertension,D000081029_Hypertension,D065627_Hypertension,D000075222_Hypertension,D006977_Hypertension,D046110_Hypertension,D009798_Hypertension,D006976_Hypertension,D006973_Hypertension,D005759_Gastroenteritis,D005761_Gastroenteritis,D064129_Prostatic Neoplasms,D011471_Prostatic Neoplasms,D003327_Coronary Heart Disease,D013274_Stomach Neoplasms,D000544_Alzheimer Disease,D014062_Tongue Neoplasms,D000076385_Diverticular Diseases,D001749_Urinary Bladder Neoplasms,D013964_Thyroid Neoplasms,D010051_Ovarian Neoplasms,D010610_Pharyngeal Neoplasms,D001661_Biliary Tract Neoplasms,D054198_Acute Lymphoblastic Leukemia,D005706_Gallbladder Neoplasms
D020767_Thrombosis,0.6297634245629606,0.6401438092846445,0.6569324309610413,0.12488395023131708,0.2051527356797729,0.6171066987704128,0.1293707521972139,0.5678807355092736,0.6481832245871111,0.5846861770548878,0.6714134240138252,0.3958697671416587,0.6297778996109304,0.6481832245871111,0.6250431712713027,0.325523876034529,0.6447523879903715,0.6247441367037195,0.5988371909057296,0.5765383735189546,0.6472767613372161,0.5845444643460064,0.6402793202022873,0.6672310552630877,0.6181391270861396,0.6253808616587186,0.6848593607660142,0.6115738816219898,0.9999999999999984,0.6887832720186093,0.3065979581357821,0.6652524543756918,0.6234397787334758,0.4238125750230111,0.6158401868486847,0.6420735472363943,0.6562655020236469,0.6438257190503914,0.5772174789794874,0.6103962859988007,0.6733361539068013,0.644725595322371,0.5734390411029384,0.5677560518569917,0.7245710100784981,0.6560837815463554,0.5515959300211632,0.5510332074327529,0.6506853049266657,0.6392454643005296,0.6535142250525611,0.6526139833271053,0.3905005495260346,0.6205111307678948,0.6015000436131993,0.00655966919110482,0.36202039483000575,0.6153314158104952,0.6486992340574687,0.5959008328806341,0.6146582899054341,0.539395269276931,0.5619573970491252,0.1764061531361452,0.32153898639338724,0.5834869469035158,0.6336421292182328,0.6194407797818241,0.662888459766153,0.6532215337147843,0.012033703057157452,0.5864163970349702,0.6297480007542449,0.6075642224697888,0.6401588843973224,0.19110675294786056,0.6760210351895959,0.6236436266458348
D012851_Thrombosis,0.7599193307689167,0.7854691047720649,0.7712070725395788,0.10964427774102685,0.20465409234072413,0.7506795456905285,0.12773317107304794,0.5796014886103131,0.776404098422489,0.715650092154308,0.764588511558951,0.4445293638933548,0.8036095893039031,0.776404098422489,0.7983378492749205,0.3054725600525087,0.7776011086801105,0.7374970674831905,0.7106947666938107,0.7051386746791589,0.7703400501229233,0.611604197000607,0.7720598750140606,0.7834461886988956,0.763486659931077,0.7498784906719617,0.7668498985883981,0.7324252307920766,0.6887832720186098,0.9999999999999999,0.3032598164519927,0.788666596837661,0.8351482382055452,0.45075313315037424,0.7047467257486809,0.8326994620685841,0.8526175863502132,0.80020901572286,0.6559153679055449,0.6657447561956538,0.6996652907586574,0.8107724667469688,0.7177593233259459,0.7100071227705453,0.7858469136870719,0.9219549741576128,0.6549649262063606,0.6102327446483097,0.8188126193617128,0.7659133204285145,0.8173955932676337,0.7621316808237037,0.43885374060077476,0.7774533729232479,0.627201029743514,0.005300491928355253,0.3673311198146441,0.7230799863054265,0.7702603275960483,0.6877584691506461,0.7496739184521118,0.650989805467736,0.594553102174023,0.1692530489030945,0.34646221184153075,0.7343275109523343,0.7546336925024233,0.7818919148745522,0.7933558511278309,0.8137508367921474,0.009723744302408032,0.7076252539157698,0.7661544796347141,0.7599589991033229,0.7693492827499674,0.18770698275579936,0.8246609557613468,0.7748792405456617
D020226_Thrombosis,0.2613512374762315,0.28447992851150256,0.32851303968482365,0.16186159252690352,0.2395879710688671,0.25300258349185,0.14413765900879735,0.2964304997339109,0.2536535277564174,0.23310258140850723,0.2634187135415528,0.24854356754285023,0.27624197303989984,0.2536535277564174,0.26824056383531,0.29424858479105115,0.29888874118430775,0.3090940125884602,0.3136378633690616,0.22660048810014927,0.27326162386036534,0.3165461829442367,0.3142876295996552,0.2631855302587151,0.2667461662238969,0.26780895183242925,0.2732165464950989,0.2417810102938034,0.306597958135782,0.30325981645199224,1.0000000000000004,0.25948801736278865,0.3190421014202545,0.29932140955499914,0.3370049869182754,0.31061620724014494,0.29433675421250693,0.3126218872735173,0.31710378102762643,0.3155014592780658,0.32521948533829975,0.30467734257324247,0.22959585103766847,0.22777532759717384,0.2853360141580755,0.2922310393532264,0.2160257541175021,0.3147362895117824,0.2892585105797539,0.3159522469759868,0.2910938342633756,0.3280965802089615,0.25975452988463293,0.31557797799385673,0.30861368791759475,0.008289412188366563,0.28840527520644105,0.3160876157842197,0.27019584970040433,0.30783453273268757,0.2661597432620261,0.2107651303566655,0.3265047754117335,0.2101722937187276,0.23671668435513063,0.23691258119134798,0.2555105886479335,0.2678115083285497,0.27899922508580904,0.29152353091211297,0.0060827655716817666,0.22969627302804477,0.2593276449607878,0.24776659952093116,0.2984816902259526,0.19263373964596417,0.29552800543575664,0.29578867371488143
D013927_Thrombosis,0.7711482603691984,0.7834846746896713,0.7122575752065662,0.09273526452925024,0.17206930306278612,0.7923480623008964,0.12842914080133144,0.5722310512140668,0.813226179380473,0.7742315381439075,0.7801850450945371,0.400538265049624,0.849516437291998,0.813226179380473,0.83242212427173,0.25708036692664954,0.7413596909808227,0.7233491607182436,0.6852055822109553,0.7755863058515982,0.7614503022416583,0.5298261043647974,0.7887470170136687,0.7975524432921145,0.7759837382408628,0.7711128929944152,0.811475219415089,0.7899717744245892,0.6652524543756927,0.7886665968376627,0.2594880173627885,1.0000000000000007,0.6966329050956335,0.3982475946882251,0.6532282940504447,0.7308797170765876,0.8425524817227127,0.7274667665068305,0.5786131242081609,0.5991512302389973,0.6259048905804219,0.7871822790661307,0.7699361112055789,0.7723539237645058,0.8056533671833994,0.8424109260134713,0.7982094528110903,0.5410272860990825,0.8186321818101763,0.650037193911004,0.7876276716129922,0.6865163696925214,0.3977013408334885,0.6960495449433831,0.6048887806443859,0.004367124526659629,0.32050059106545914,0.656560341167932,0.7532119534565945,0.6720074915812259,0.8448093928187884,0.7402899148910596,0.5284146145625417,0.14083901760966658,0.30623840674892,0.7828823816402984,0.7900796477166805,0.801274812844576,0.8027843800492572,0.7789663404025166,0.008011483237403931,0.7731241918928624,0.7822345068502283,0.7930966314033842,0.7297069537600429,0.17629382680344238,0.8489607764462997,0.7139235890127539
D002341_Thrombosis,0.6964479410518566,0.732823125331004,0.7372880938472137,0.11629789917448617,0.22157453863114088,0.6808534903175341,0.13190699351381405,0.5647000602164141,0.7014173355607747,0.6455955882434359,0.6943445272232859,0.44070648955947017,0.7217173944496545,0.7014173355607747,0.7087645605992839,0.313757840528145,0.725198580229429,0.7116393843213219,0.6957578802770813,0.6314794555146577,0.7221790536443585,0.5970389651256758,0.7668083359081731,0.7243846686417295,0.7108819806612726,0.6975504986717704,0.7131115988636505,0.6592127199058027,0.6234397787334769,0.8351482382055468,0.3190421014202543,0.6966329050956328,1.0000000000000002,0.452749197069257,0.7678881662086587,0.8416292971701597,0.7645560986749462,0.7795626934182012,0.6415968414573902,0.6341204725948577,0.7622492511644938,0.7741848690336576,0.6390230384383703,0.6314744431380892,0.7264962818093981,0.8206383458336929,0.587604669357255,0.5940474289096651,0.7467359029745394,0.6881148866473995,0.7436402421596641,0.7411609564138197,0.4378443731337895,0.7090434662984344,0.6129186573020334,0.006012325878048522,0.368812031232176,0.7104063374306921,0.7061057898941326,0.6599489636211616,0.6945923182379938,0.5716531610897456,0.5882691680698116,0.1843292187711191,0.3448529649063104,0.6549835370190925,0.6880408930577737,0.7036019003849265,0.7143130183766391,0.7362334278377529,0.011029602589930854,0.6285032179188866,0.6933778404358782,0.6904454130792378,0.7180586286052884,0.19750521736934704,0.7655855930878367,0.699672424279799
D020225_Thrombosis,0.39519874050526965,0.4298844584831484,0.5116911596058515,0.14301413641377275,0.2650709160283652,0.38701413148369984,0.1405902635049211,0.3744023633379966,0.3853330618739595,0.35320558173014094,0.39886800945688033,0.32239286173567083,0.41819484063053775,0.3853330618739595,0.4038692089212226,0.2943128446807875,0.44309646913658657,0.4814190240224617,0.4483525763112086,0.3452170312387169,0.40962622196491044,0.4133176645785759,0.46961852165754064,0.3979951347614082,0.41076188962783394,0.4059017855478026,0.4106564765052159,0.3687791738003516,0.4238125750230113,0.4507531331503744,0.2993214095549994,0.39824759468822557,0.45274919706925715,1.0000000000000007,0.45063379553974375,0.4516402922927498,0.45063129925453366,0.45296577364754687,0.43771532163364296,0.43512338196894973,0.4625720503625257,0.4828421879851431,0.3479534041377007,0.3460496821805876,0.4285742864681407,0.4329611546566379,0.32825656896331395,0.41999653723115,0.4403854198480209,0.4500912203627636,0.4469759168401062,0.5149686093870965,0.32359047363668253,0.4459553879154902,0.41117290298559506,0.005476020982925979,0.33031708866763426,0.4603118156646079,0.4100212988266269,0.4414567632760373,0.40569246678693066,0.31711229517329703,0.5764221862601121,0.21029430020952472,0.29180452847098903,0.3605472697548929,0.38798805053808894,0.41030336364287734,0.41676789058316893,0.44076590309893204,0.008036601666761303,0.3502919493415871,0.3916562613296982,0.37864434913794104,0.44213554908308894,0.2072566844037152,0.4559160091825782,0.45956916959680816
D013479_Thrombosis,0.6403932953245519,0.689340632387332,0.7008169882033237,0.12193715540254198,0.2195895933158815,0.6297892335027858,0.1271305250480749,0.5348913736367262,0.6252211080822875,0.5819109830408207,0.6450197150974591,0.4240306130575301,0.6874124207468616,0.6252211080822875,0.656724989216406,0.32595723394794685,0.687493885941887,0.6736460737348688,0.6660946278624977,0.5648902857257324,0.6821568271028534,0.5859305832878496,0.7294294300019151,0.6449675980664328,0.6601717748556131,0.6462056652765248,0.6689075320498502,0.6001943293947907,0.6158401868486835,0.7047467257486791,0.3370049869182744,0.6532282940504421,0.7678881662086563,0.4506337955397423,0.9999999999999974,0.6973903137962015,0.7052826544202963,0.7679189095384513,0.600162896474376,0.7730935911523252,0.8002230302566392,0.7440044878112976,0.5736831578920187,0.5674048141280974,0.6862236058050064,0.7121618359270705,0.538619362939626,0.5868355215684995,0.6967294867198074,0.6602852527757745,0.6913762182037438,0.699748847018395,0.4289851080933625,0.6709840520223647,0.5855487357746959,0.006683358778645894,0.34791920603322724,0.6672873258607734,0.6610954409581734,0.6308592689203159,0.6453740767547249,0.5199978141280625,0.578359186976964,0.18256849553671645,0.3325070591689599,0.5865651666909694,0.6305646408743557,0.6603112673438484,0.6677080094857017,0.6944034779328033,0.009808489132437535,0.5716892471061134,0.6537441002265335,0.6152293848335075,0.6839571509860513,0.19328278074858737,0.7188170450387321,0.6478422697961409
D020244_Thrombosis,0.7395336869663084,0.7844571341241033,0.7426978900382041,0.11407093991435231,0.21076889180252137,0.7219348681641995,0.12623421848018104,0.5741603157275141,0.7433935865743182,0.6920741181456259,0.7294664320730576,0.44834611835180305,0.7575565525513671,0.7433935865743182,0.7486807587923862,0.3045069431478132,0.7685939185503021,0.729253103031247,0.7730208272143303,0.6742754062295423,0.7386974771566064,0.5986850061012194,0.7758033512604571,0.7577909480467477,0.749518074063398,0.7415858399663818,0.755921404171771,0.701138292162558,0.642073547236396,0.8326994620685824,0.3106162072401452,0.730879717076585,0.8416292971701581,0.45164029229274955,0.6973903137962038,0.9999999999999981,0.7725695181351091,0.7775427597154754,0.6283535105788554,0.6640465769060517,0.675809022283629,0.8044592432558582,0.6805369112723412,0.673376807035539,0.7806301323074999,0.8153894054087438,0.6320923444903987,0.6020276210114943,0.7729716525830821,0.6806715199434992,0.7622636148821467,0.7379983470119544,0.4359828415530096,0.7091433888073932,0.6412468630878744,0.0055472153207908334,0.3610282800915639,0.7018680173103489,0.7367066863249602,0.7158338574755133,0.7470276647170571,0.6163579908971806,0.5941854041148724,0.17624860090877342,0.33865499266286403,0.694738405228873,0.7350880213723172,0.7515941261025544,0.7685731317385841,0.7935431152376863,0.01017635798692895,0.6688213241157643,0.7224757187084632,0.7282854090906551,0.7598307568445007,0.19431154142117704,0.7966847937383886,0.7118214836637019
D020246_Thrombosis,0.7971368962873979,0.8193881304313883,0.7527514399849979,0.10402864885058687,0.1940513493401877,0.7741145139062072,0.14532213465533939,0.5634962272027719,0.7895667729009679,0.7375891045302977,0.7635004437019819,0.4386409165548217,0.8749443846048068,0.7895667729009679,0.861220862994132,0.2888592977760993,0.7799074335369269,0.7879492615836101,0.7407788571804342,0.7522890795484712,0.7751208145010822,0.5842991320636586,0.858890895293047,0.78958416034662,0.7892262198529576,0.771409645192712,0.7985428858171882,0.7687188652477722,0.6562655020236473,0.8526175863502133,0.29433675421250655,0.842552481722711,0.7645560986749455,0.45063129925453366,0.7052826544202981,0.7725695181351107,0.9999999999999999,0.7945270771034524,0.6560882887551636,0.6370957904645411,0.7058401262601648,0.8557638824742351,0.7424601365527358,0.7438818097551203,0.7905251173298095,0.9094306426686648,0.704590853637831,0.5864906841071047,0.8582516359189238,0.7327669493409341,0.8577578302260092,0.7432442368791654,0.44541109357984837,0.7861984434510348,0.6101704451461496,0.004941556523387467,0.35244965749266044,0.7336216835501395,0.7649884033688323,0.7279519212434852,0.8028204527036958,0.6857343806156921,0.5914460172226249,0.1591022386467132,0.34036514726113615,0.770531350477943,0.7907252440490324,0.8088861835935474,0.7865815252132161,0.8143529610522743,0.009065277853224881,0.7559076329753964,0.778408794902266,0.7859047164643908,0.7679235366395628,0.1982161700365855,0.8781626639466278,0.7721090560253013
D006502_Thrombosis,0.7068558676243161,0.7520864396589833,0.7457603764623029,0.11652413138217943,0.21193638309531027,0.6874067517109063,0.12923920703817435,0.5530654281618355,0.6887512027812034,0.6368016559151968,0.6969284844046585,0.44577421564073505,0.7653054927750679,0.6887512027812034,0.7500773502878677,0.31662595485220507,0.7407940781671056,0.7090300543384142,0.7459527622778754,0.6218277765319592,0.7248571123767763,0.6141419974010998,0.8051397643617403,0.6994567815242398,0.7264106149882681,0.7186042504900073,0.730770407571785,0.6606364528887918,0.6438257190503914,0.8002090157228603,0.31262188727351714,0.7274667665068298,0.7795626934182001,0.45296577364754653,0.7679189095384539,0.7775427597154764,0.7945270771034506,1.0,0.6457539032806044,0.6320518584672372,0.7683671226118076,0.8110134772229975,0.6437102289622488,0.6358682733285516,0.7510312603499938,0.7974796863337552,0.5867348440082396,0.6084611004925993,0.7568733211825238,0.8278402239925451,0.7537503998564397,0.738849278990486,0.4508124107445045,0.817558140215264,0.6044865761260699,0.005986253387072229,0.366691991013639,0.7204019262982749,0.7090769941994416,0.7341102337665335,0.7173003365499256,0.5788298872166705,0.5912590574673937,0.17940203935958252,0.348949215893236,0.6597388053429784,0.6914917885520101,0.7185317168318652,0.7387308773131187,0.7608470141412689,0.00878541811622026,0.640288852468585,0.6950437196476876,0.6773513173216257,0.7347138558084162,0.194858694188794,0.7931383338809598,0.7609000775289073
D012170_Thrombosis,0.5806930408347036,0.608108968217003,0.6660438152155806,0.11942258503301845,0.26583640423606925,0.5481533310349974,0.13088707225409543,0.4878378406349097,0.5609775141273289,0.513588803469765,0.5695103161978285,0.3891386582507543,0.6006520528820295,0.5609775141273289,0.5909429380885324,0.3159409280509901,0.6111618774609878,0.6089370069686267,0.6093773276486998,0.5005138720155234,0.5835173126824214,0.5577170198184296,0.64098206253554,0.5740121733706306,0.5867313254759633,0.5881716172171085,0.5836216127518155,0.5309177640259889,0.5772174789794879,0.6559153679055475,0.31710378102762654,0.5786131242081629,0.641596841457391,0.4377153216336431,0.6001628964743776,0.6283535105788564,0.6560882887551652,0.6457539032806054,1.0000000000000036,0.5777538615255209,0.6370387895802107,0.6412827836794506,0.506021458658534,0.5012542527929323,0.6080040688249945,0.6274900401347334,0.47197536638361515,0.5535124623435663,0.6337382240960866,0.6289946034903169,0.6559261973373601,0.6606270969509243,0.4225411390436573,0.6367420245847474,0.5338003119282909,0.007527365849451551,0.35191758290777087,0.8134474401687002,0.5835394565330853,0.5918833909682567,0.5970287936019626,0.46053402087257284,0.5420628005111601,0.17767522224876367,0.3366628573161879,0.5205575982052858,0.5614783049709717,0.5732627159109198,0.599404684416519,0.6184185623412564,0.008285364654460387,0.5077269505635824,0.5606656398874434,0.5475289384129177,0.6076204971654053,0.1942180922086201,0.6543102138853634,0.6076684117347637
D065666_Thrombosis,0.5861832441933257,0.6225132312224663,0.6422823838642359,0.13271184401180103,0.2259792001625974,0.5701870340761103,0.1344934829629514,0.524296130855534,0.5793899331336373,0.5387056703674482,0.5948593041831066,0.39749255363132013,0.6209855631982167,0.5793899331336373,0.5989746260258452,0.32666879311585295,0.6353596080036829,0.6143005422831153,0.6529767483876565,0.5192743173426478,0.6108617014850818,0.5553841944117061,0.6231597753346978,0.592669319204299,0.5950238760419856,0.5903997914684533,0.5982886330912229,0.5470952048009271,0.6103962859988021,0.6657447561956543,0.3155014592780653,0.5991512302389976,0.6341204725948573,0.4351233819689496,0.7730935911523279,0.6640465769060521,0.637095790464542,0.6320518584672378,0.5777538615255212,1.0000000000000013,0.6396725129722454,0.6392410729121557,0.5253550648492937,0.520119470743998,0.6254924979184455,0.6330007726666277,0.4980548791348507,0.5494738615008328,0.6327374289718096,0.6237993151688238,0.6394439136638753,0.653047127110844,0.3880522700780064,0.6175416780279441,0.6302489515031193,0.00722558630390836,0.365933410269814,0.6038990224502496,0.6123049718195319,0.5836223565180388,0.6053478168084837,0.48688197463733224,0.5816553200147643,0.183199726644826,0.33120066075232435,0.5365608300958736,0.5847481010060605,0.5923770395578192,0.615866132886349,0.635340466587063,0.007953196186753341,0.5250174114668336,0.5927643435246567,0.5601015288245718,0.6332890010407196,0.1987781666856459,0.635276327195671,0.6076900577337331
D003328_Thrombosis,0.6129576754454581,0.6653470610447855,0.6787307985715331,0.12919963473241328,0.2294732657909991,0.6027187394430402,0.13242838188921405,0.5295942527955748,0.6057548900573436,0.558694182215746,0.615956415508307,0.4169502383910821,0.6473372886706916,0.6057548900573436,0.6468648437528327,0.34867183225144854,0.6643759822724612,0.6534968885334906,0.6501844101335345,0.545405093987305,0.6495366901116317,0.6253199224568162,0.715551686334989,0.6158729702157255,0.6379527910484964,0.6227174736451663,0.6481792851964282,0.5792454178877028,0.673336153906801,0.6996652907586576,0.3252194853382997,0.6259048905804211,0.7622492511644932,0.4625720503625252,0.8002230302566418,0.6758090222836287,0.7058401262601643,0.7683671226118065,0.6370387895802099,0.639672512972245,1.0,0.7255462230939786,0.5538255566641328,0.5478276163573571,0.659212528287982,0.6928445358042772,0.5157963513314505,0.577307087298304,0.6690379381044282,0.6750317065427706,0.6818986956471556,0.6788689426271683,0.4297328039098127,0.6672660803524227,0.5782336326881496,0.006919421138521182,0.3726964468467293,0.6702385706925383,0.6292797768970264,0.6241303279571082,0.6351303672827483,0.4985043127165022,0.5969152294826837,0.19048507525737463,0.335325904168958,0.5681345781969652,0.6115106866160628,0.6353018146457101,0.6454863347535899,0.6705666989975668,0.01269366745220852,0.5550280132042738,0.6177932451535331,0.5920737560795598,0.6591027744557679,0.2024743699557013,0.697174922597584,0.6432114130246229
D006258_Head and Neck Neoplasms,0.7588848543592557,0.84469847741779,0.766612790845939,0.10923380542418315,0.2098461312975069,0.7702763202856855,0.13652022353701432,0.571459345562039,0.7676715857757902,0.700823684844966,0.7441093120234169,0.4570199454356411,0.8385064173847611,0.7676715857757902,0.8144109850837838,0.3058917592130982,0.7909723925435216,0.7804121025687566,0.8160304440283074,0.6973117984003682,0.764334895103548,0.6032331942515801,0.8710126796317119,0.745422478371656,0.7809140657202899,0.782034747633456,0.8178340794508349,0.7366005528150743,0.6447255953223713,0.8107724667469677,0.3046773425732424,0.787182279066128,0.7741848690336576,0.48284218798514283,0.7440044878112995,0.804459243255859,0.8557638824742337,0.8110134772229979,0.6412827836794488,0.6392410729121555,0.7255462230939795,0.999999999999999,0.6974356208359329,0.6943607009842372,0.795883538533947,0.8522553785498705,0.6555293455177507,0.6134964109005963,0.8399721108471428,0.698384206703797,0.8374121528828463,0.7566376476363326,0.518263667702266,0.7756911455331632,0.6237380951091653,0.005441154657179438,0.35980481611314435,0.7607371888663287,0.7519129688692822,0.7375746246286611,0.7841852480325869,0.6319058962800431,0.6213337009527019,0.17143573244841614,0.34633853037982887,0.7189554926123998,0.7511005010010946,0.8247333456813738,0.7998658314710609,0.8387030055649722,0.009981789862415094,0.6996528767917886,0.764750630848631,0.756226141211198,0.7775144660251965,0.20035863158666414,0.8707695592547914,0.7351400725798092
D008114_Liver Neoplasms,0.8437430305173352,0.7757857765392516,0.6287781030933773,0.09070475723973617,0.15223884346902086,0.8674193940674325,0.10773475709574434,0.4868360240363897,0.8664781905033762,0.9293421677614988,0.8418905719342334,0.36419268281043804,0.7779704624233702,0.8664781905033762,0.8099737611937009,0.2272829519090451,0.7322818181864511,0.651630155803001,0.6105487224941081,0.917916098881009,0.8288465237992139,0.4747494283492265,0.6932095292779958,0.7827157520548865,0.7866312570927713,0.7328204273503414,0.8231114115308873,0.916573112164735,0.5734390411029388,0.717759323325947,0.22959585103766839,0.7699361112055785,0.6390230384383702,0.34795340413770043,0.573683157892021,0.6805369112723426,0.7424601365527359,0.6437102289622499,0.5060214586585328,0.5253550648492932,0.5538255566641328,0.6974356208359348,1.0,0.971518522062621,0.7523960613776571,0.7607797562130552,0.8861013830042445,0.48865563394234424,0.7423956752184225,0.5748078072910265,0.7137611249270394,0.6239519973912349,0.36195067325468816,0.6158560752524744,0.5217795570707154,0.003911797576879187,0.29984373322709695,0.5923562967252374,0.8236618624640609,0.5934814174388062,0.7184670722980153,0.8522404545803547,0.465912137010097,0.12221246395956098,0.30075708225173753,0.9224155956671927,0.8496593973838058,0.8218775786482179,0.7520481367630422,0.7616043448686678,0.007176186647293989,0.9362300277313462,0.8608931383687272,0.9097708886651016,0.7205666364176361,0.1513959619505805,0.737685456632548,0.7166709707430706
D008113_Liver Neoplasms,0.8342349344772543,0.7699171410672161,0.6222543721372868,0.08878414892128435,0.1507223664709685,0.8633406462907496,0.10873433847194656,0.48406862608248125,0.8619411615894716,0.9276427179378336,0.838109423021798,0.36411351560468963,0.7819773316777467,0.8619411615894716,0.8095972864518999,0.22432181694643347,0.7257320732517513,0.656700660979404,0.6037970070395755,0.9289361108879796,0.8192668763837248,0.4693201575234326,0.6940557196425866,0.7830114872568176,0.7824502368366469,0.732065899816097,0.8175128573529826,0.9120543554226714,0.5677560518569924,0.7100071227705463,0.22777532759717378,0.7723539237645046,0.6314744431380894,0.3460496821805874,0.5674048141280993,0.6733768070355408,0.7438818097551205,0.6358682733285529,0.5012542527929313,0.5201194707439973,0.5478276163573571,0.6943607009842385,0.9715185220626208,1.0000000000000004,0.7513004239629424,0.7603578387006952,0.8952250066308304,0.4838689068746347,0.7451250320020991,0.5680240726264434,0.7172892280386064,0.6181924689561744,0.36423289604471626,0.6085262867148659,0.5183887184825814,0.0038903953579316752,0.2967650855725234,0.5897690992224255,0.8144375792283222,0.596318808589054,0.715900703143223,0.8647894576156573,0.4619780471269906,0.1203056780369911,0.2887287662267227,0.919526821121105,0.8474550129044909,0.8208160705576709,0.7520476852739171,0.7534597870721539,0.007136924309502952,0.9286371710260933,0.8592495370277438,0.9004928958218971,0.7123538733746843,0.15090002357799784,0.7410576087523677,0.7091294888259855
D000690_Amyotrophic Lateral Sclerosis,0.7962416892553947,0.8369242947063522,0.7385266779025069,0.1029449641231662,0.1908323494890973,0.804367393675693,0.11778682583138751,0.6011671491001275,0.8397562680368992,0.7785403113848407,0.8236368296174794,0.46665716947678354,0.8168011376519151,0.8397562680368992,0.8117458651180592,0.28344536001402715,0.7997670323910232,0.7819041838363405,0.7205753662875847,0.7713833107909679,0.7862237321102716,0.5732650608303755,0.7813979089120072,0.8417235883172761,0.7960615220295639,0.7901941941101688,0.8411573995854804,0.8011297236012712,0.7245710100784994,0.785846913687072,0.28533601415807563,0.805653367183398,0.7264962818093984,0.42857428646814044,0.6862236058050093,0.7806301323075019,0.7905251173298096,0.7510312603499948,0.6080040688249924,0.6254924979184445,0.6592125282879833,0.7958835385339473,0.7523960613776558,0.7513004239629404,1.0000000000000002,0.797049031559484,0.7269055151012755,0.5928071253022482,0.8042561260353499,0.6713881943826021,0.7835835827286258,0.7310134921397482,0.4235592542708276,0.698904426977181,0.6421377778408006,0.004875946282532057,0.3525413342688334,0.696352641655147,0.7865541257554751,0.6935163547574931,0.7707062784644853,0.7044293843426087,0.5715117195947135,0.15466210914655706,0.326953762108517,0.7666904701314646,0.8302387530412162,0.8308210892417387,0.85372732042573,0.8208603229173004,0.008944915967135685,0.761852793296653,0.7921785892005504,0.7860725456515244,0.7829791184341948,0.17663000671210596,0.8459989698310727,0.7258776593129802
D016889_Endometrial Neoplasms,0.7836436942192492,0.8185712589966114,0.7524393603034055,0.10450001279343119,0.19480205765079228,0.7981417908716699,0.12447578805026939,0.5706216546008657,0.8118753106400074,0.753111643762835,0.7841028968595762,0.43655995515995394,0.866253787904617,0.8118753106400074,0.8548841523622026,0.2880183502054619,0.7820884608692287,0.7781464979566428,0.7407369554513874,0.7582546600191143,0.7957184724352355,0.5891302299358159,0.8477014510676507,0.7979283915322555,0.7886362151602254,0.7683650399519428,0.8072472537974209,0.7801369134476709,0.6560837815463553,0.9219549741576119,0.2922310393532262,0.8424109260134692,0.820638345833691,0.4329611546566373,0.7121618359270714,0.8153894054087438,0.9094306426686629,0.7974796863337541,0.6274900401347302,0.6330007726666255,0.6928445358042766,0.8522553785498701,0.7607797562130538,0.7603578387006935,0.7970490315594829,0.9999999999999997,0.7032597946476664,0.5918142633132762,0.8584823060920818,0.7281728110663055,0.8462459597651724,0.7424822588151817,0.44496115248569096,0.7872073492237872,0.6161239389289426,0.004949600529221216,0.354530192170612,0.7191803333257127,0.78480854336459,0.727160474911136,0.7640807330184628,0.691803731618087,0.5757043420887586,0.15962376887590238,0.340258720503205,0.7886016406450475,0.7822710198212147,0.818709593283694,0.8083456960559973,0.8170746254840222,0.00908003456957342,0.7510207206286732,0.7992965929821494,0.8082413603493536,0.7708917335041393,0.18246966130271697,0.8718251511762461,0.76657302666147
