,D003093_Ulcerative Colitis,D009062_Mouth Neoplasms,D003424_Crohn Disease,D043183_Irritable Bowel Syndrome,D002446_Celiac Disease,D015179_Colorectal Neoplasms,D003123_Colorectal Neoplasms,D002537_Atherosclerosis,D003324_Atherosclerosis,D050197_Atherosclerosis,D058729_Peripheral Arterial Disease,D003968_Diarrhea,D003967_Diarrhea,D003324_Coronary Artery Disease,D010190_Pancreatic Neoplasms,D005764_Gastroesophageal Reflux,D007822_Laryngeal Neoplasms,D015212_Inflammatory Bowel Diseases,D064726_Breast Neoplasms,D001943_Breast Neoplasms,D058922_Breast Neoplasms,D018567_Breast Neoplasms,D003248_Constipation,D010300_Parkinson Disease,D010302_Parkinson Disease,D020734_Parkinson Disease,D004938_Esophageal Neoplasms,D002583_Uterine Cervical Neoplasms,D020767_Thrombosis,D012851_Thrombosis,D020226_Thrombosis,D013927_Thrombosis,D002341_Thrombosis,D020225_Thrombosis,D013479_Thrombosis,D020244_Thrombosis,D020246_Thrombosis,D006502_Thrombosis,D012170_Thrombosis,D065666_Thrombosis,D020227_Thrombosis,D003328_Thrombosis,D006258_Head and Neck Neoplasms,D008114_Liver Neoplasms,D008113_Liver Neoplasms,D000690_Amyotrophic Lateral Sclerosis,D016889_Endometrial Neoplasms,D008175_Lung Neoplasms,D012004_Rectal Neoplasms,D019586_Hypertension,D006974_Hypertension,D011559_Hypertension,D006975_Hypertension,D010547_Hypertension,D006978_Hypertension,D000081029_Hypertension,D065627_Hypertension,D000075222_Hypertension,D006977_Hypertension,D046110_Hypertension,D009798_Hypertension,D006976_Hypertension,D006973_Hypertension,D005759_Gastroenteritis,D005761_Gastroenteritis,D064129_Prostatic Neoplasms,D011471_Prostatic Neoplasms,D003327_Coronary Heart Disease,D013274_Stomach Neoplasms,D000544_Alzheimer Disease,D014062_Tongue Neoplasms,D000076385_Diverticular Diseases,D001749_Urinary Bladder Neoplasms,D013964_Thyroid Neoplasms,D010051_Ovarian Neoplasms,D010610_Pharyngeal Neoplasms,D001661_Biliary Tract Neoplasms,D054198_Acute Lymphoblastic Leukemia,D005706_Gallbladder Neoplasms
D020767_Thrombosis,0.18759196367144473,0.25928417782185736,0.23067884169900987,0.3262998874913477,0.3617381084698344,0.13035010139179712,0.44440923827966844,0.0834965721446866,0.24284968146057634,0.16253412940148174,0.37052451962233335,0.0,0.3534925955130113,0.24284968146057634,0.1578235299228891,0.3147857726319931,0.31017689945385524,0.2576636037346996,0.3346799432357648,0.08196811224283364,0.32750312202955406,0.32578219837835265,0.3360311440980893,0.17571969882505392,0.3197086062867667,0.31603401292699895,0.18279966966290734,0.31252633103541444,0.9999999999999998,0.4180761209365572,0.01905539834916765,0.2580837375701904,0.4391088055695706,0.5011477130851758,0.3309874035240693,0.2539951731781026,0.483992928320631,0.41827339399604996,0.41413104296358216,0.46992193364980817,0.0,0.7020950500779274,0.2651223849584682,0.15304996002017035,0.15775724072293734,0.24763886873137453,0.21829001288606573,0.11706456245038027,0.3721510693504959,0.17220289441057404,0.35069571775524605,0.09253430804777943,0.36597262950842746,0.3237858189298026,0.31979601380009015,0.30383086014109845,0.44692390696573914,0.27298142552912785,0.3565468662541183,0.35470810239088324,0.3599831331037285,0.24852450790965122,0.11383151409427861,0.36514837167011077,0.33660130718954245,0.33018127992926993,0.08815167875542343,0.3764863014709178,0.13655623609705167,0.15541431140526993,0.3219691100508417,0.45279796023762964,0.14281876618946399,0.18058258685775008,0.17108174212041324,0.307673578285858,0.3960712956157093,0.2258603232260666,0.2984569385315583
D012851_Thrombosis,0.15354314598124721,0.21371564634546425,0.19356355217161428,0.2633947240753009,0.28941603468607086,0.1125589328306638,0.3677392398447966,0.04740454631399772,0.2012724578805543,0.13752899720349618,0.31554373370811006,0.0,0.28000843818650933,0.2012724578805543,0.13307393099265477,0.2514065118604931,0.3267408443582451,0.20542367875268575,0.27926836092427565,0.07534525441128075,0.27350794177911186,0.2793916216012168,0.32911661460225083,0.15252734925900352,0.257099347442042,0.26107204235651926,0.14902192690766328,0.26404494382022464,0.4180761209365571,0.9999999999999998,0.0,0.21401542997767076,0.4005617955518729,0.40860986154621726,0.2535728456651505,0.22717650385232396,0.4411658784974185,0.3581973113333123,0.3320272320777203,0.767569542626776,0.0,0.3328192869687234,0.2140154299776707,0.13033943307683488,0.13567839788736946,0.20135700838118795,0.1785694103005248,0.10456769580261763,0.3053621765268097,0.15642702206926457,0.31419919439534055,0.10507130481676513,0.2894565101918824,0.3125058080055019,0.29629097723845227,0.2561846572282988,0.3596455564781409,0.22203887735916547,0.2929124868672479,0.32137779339908007,0.29649158831284533,0.20321648196164915,0.09915372244226289,0.2804785354649734,0.2857265796933275,0.28643570240140637,0.07972159830989925,0.32662500454338717,0.1142995559548148,0.14631984085892785,0.2699422260941748,0.3891466141815416,0.11874636641992171,0.1482387366405936,0.1463608210700265,0.3234802654016521,0.3470380285479201,0.1916801751253984,0.2469900554033553
D020226_Thrombosis,0.0,0.0,0.006839375741214716,0.02705173858657084,0.017148597634308423,0.0,0.015736815121661474,0.0,0.0,0.0,0.0,0.0,0.03702751472371935,0.0,0.0,0.008419727969719551,0.0,0.006849957804389887,0.025307671242933295,0.0,0.009240265886932162,0.024045826923305355,0.04178775575273008,0.0,0.015843106263111948,0.015063589590018384,0.0,0.014424744080263851,0.01905539834916765,0.0,1.0000000000000002,0.0,0.0,0.019309481545449744,0.0,0.0,0.019418390934515434,0.0,0.024474103273811748,0.0,0.0,0.019873215837929108,0.006840335720971175,0.0,0.0,0.0,0.0,0.0,0.011879534578456091,0.0,0.0,0.06225728063646904,0.0220755392844174,0.0,0.0,0.013155617299397642,0.016995598709827444,0.013682592210143034,0.01437102045197423,0.01607476073901374,0.022173003507924647,0.0,0.0,0.03131121455425748,0.028583097523751475,0.01155162695907614,0.0,0.018499495895605178,0.0,0.0,0.01637255574708672,0.018166810487818992,0.0,0.0,0.0,0.0,0.027277236279499052,0.0,0.014748203824239983
D013927_Thrombosis,0.6537599233638257,0.6445198370118385,0.7477894810493275,0.3330773527825706,0.47049898366467435,0.48837303236815377,0.2906417662497549,0.029972849402274206,0.7128249536481647,0.592987587240341,0.18288539989357816,0.01184780900955036,0.4015764414389698,0.7128249536481647,0.5903803152954802,0.5442610886256546,0.14219902169232024,0.7562560184521269,0.4819465018474864,0.3886793613358808,0.46873955838371817,0.2659666321403858,0.25840141965065494,0.653490970019398,0.4525621639745037,0.4355501220952233,0.5804826983345739,0.47361644255086194,0.2580837375701904,0.2140154299776709,0.0,1.0,0.22581443976199264,0.26311000604659696,0.13312993115219796,0.6968721029452668,0.445506162315661,0.23067434091964267,0.35005657426568,0.22732334381635627,0.0,0.22674703293551,0.5370578326782705,0.542957898236923,0.5663027711021811,0.6186206920415794,0.5875579793986395,0.45608729335536125,0.3383666596770877,0.10243769114185103,0.333580876748535,0.06643426929799393,0.3773592457173301,0.13511705490255102,0.25565332876224206,0.25538832492447977,0.26645783738685275,0.7314333920178401,0.3196800699785404,0.2711533703798209,0.35581966849897295,0.736989941399846,0.45116362702732477,0.15035381200650086,0.17244686101280898,0.28588352960203073,0.3833672214822026,0.4145540902601317,0.5072841868601843,0.5651813794762365,0.5389140593529128,0.25499605373311296,0.5135184328749244,0.6591834455183915,0.5681439356646601,0.13908001874721784,0.16456837015636883,0.5498668767200979,0.44368196260121645
D002341_Thrombosis,0.1761249543969973,0.23434119244910823,0.21073056548232733,0.31343849197994994,0.3352275241656512,0.12019838707947918,0.45227640247274714,0.023635972962353268,0.2263507531509265,0.154840338658042,0.3703823272354117,0.0,0.3223672866758931,0.2263507531509265,0.15481864474008503,0.28449371696314285,0.34275295396488475,0.23145284073548023,0.30578985475705417,0.07955417439746444,0.3026489009845384,0.3206350929567019,0.3191796330684723,0.1706711326138788,0.2902223717060802,0.2944689677251844,0.1724880410736132,0.28758282757570347,0.4391088055695705,0.40056179555187266,0.0,0.22581443976199245,0.999999999999999,0.4499634419554511,0.33414111911768346,0.22211641409272842,0.37708443912925294,0.39688373205494004,0.39288241016040004,0.4410426991306863,0.0,0.5763022027243534,0.24352537621391349,0.15031104701428719,0.15033208572206946,0.23263771693518093,0.20198975372502054,0.103391510058312,0.3675627048773513,0.1894157766317148,0.34850601749802634,0.048358799304606265,0.3429467406485934,0.4170364917608034,0.31545587167206574,0.3150772683079181,0.44664925919660575,0.24178822490410368,0.34790712727191003,0.3558563662637209,0.35594289037792703,0.22300134004528913,0.10064201827258454,0.3486040892498753,0.36633515520832144,0.329003068368978,0.08656514265265391,0.3568455411046303,0.126349741004644,0.14767916656226823,0.29462214695795175,0.47272530969921905,0.1316695299033204,0.1699534356153152,0.16894982484646218,0.3440804519744001,0.4096306708638531,0.21326715456712167,0.27493861147108306
D020225_Thrombosis,0.20197413156116634,0.264324232674961,0.23930141697917656,0.3165471584878905,0.367554887800524,0.139997651308746,0.47768323312847805,0.02115247723234508,0.25162677433588443,0.17578701438793332,0.38133170632152413,0.0,0.34319141387113317,0.25162677433588443,0.17813755310909596,0.3238605190432214,0.3521817829760593,0.26030565534000066,0.3547802358580279,0.09888222459801725,0.341504959286317,0.3259473407568915,0.31791856002204244,0.18676802069248738,0.3212182764106675,0.32112059613714455,0.2010693375095209,0.31836473875073407,0.5011477130851757,0.4086098615462176,0.019309481545449744,0.26311000604659684,0.44996344195545124,1.0000000000000009,0.37176952127977825,0.2613416469425418,0.49044645230119976,0.5067264381525755,0.44375472853116604,0.5194776393646073,0.0,0.4351628547303766,0.2734125062833614,0.16695990372601133,0.17094022232871725,0.25569053549439086,0.2291290145051535,0.12890636819207446,0.3936292137684705,0.14957060089885266,0.3403772735708391,0.05770347895294965,0.35550686016086935,0.36911604802654296,0.3021910591165637,0.31245462383791317,0.45288315550496977,0.2750361160084739,0.3513111440256534,0.3389516630545563,0.3853342818391171,0.24629470363372882,0.12166984611701742,0.3772724714310564,0.3675819129016817,0.34395224033792104,0.10671820052911464,0.4425902208248302,0.14865650551629267,0.17094022232871725,0.33859189802678374,0.48198778460770325,0.15104979340298294,0.19170429247104853,0.18998677559954735,0.3502669471047961,0.4329550368319841,0.23124776032491579,0.3015821995774822
D013479_Thrombosis,0.11302542227833834,0.14294994457681623,0.13311124756061726,0.22361844298093042,0.2278860167177501,0.08429328381841877,0.3326239817662885,0.03820803599504351,0.137212741427084,0.10012103571711255,0.3285070784893843,0.0,0.20728300273161865,0.137212741427084,0.1015371083693219,0.21672974165152387,0.2667730931178758,0.14765238368848174,0.22773825118407087,0.06287157931595326,0.23204972378557687,0.24657619040879644,0.24194754897017182,0.10721245843261216,0.20059081891637376,0.19229750585434635,0.11296208496752068,0.19621708295517595,0.3309874035240692,0.2535728456651504,0.0,0.13312993115219787,0.33414111911768346,0.3717695212797783,1.0,0.13446709276620672,0.24992154530771635,0.28656824980911133,0.2816986848416583,0.2943812485116856,0.0,0.3202389964396841,0.15746550996496528,0.09576305912098575,0.0986354617580032,0.1458497805909761,0.13032181348527427,0.08142450030533169,0.2684964346510222,0.12608008629026982,0.2410561315147979,0.06514416067725942,0.24716128554329322,0.2889205965927369,0.2549704494689456,0.2285097132002046,0.3414467968298124,0.1589193237642795,0.2586433997855101,0.27585045935021646,0.24825251065295717,0.14018909671370489,0.07563652811159305,0.3341838298254245,0.31703010337546383,0.2369106438033871,0.0656834619339967,0.23809504182066124,0.08998292322884537,0.09720596231223504,0.21586009750844154,0.35737311773153196,0.09285250034818525,0.11017946887341054,0.10438268610922799,0.2711538965899376,0.3653387018220343,0.13303659177933216,0.19290100487148248
D020244_Thrombosis,0.661713170669275,0.6507915869870785,0.7450211551091778,0.35115023780302485,0.48564213962889996,0.44771140115832087,0.3052826015194276,0.029951834992201328,0.6655464534801825,0.5715487091874519,0.1837955692689948,0.011839502334610976,0.40812867265482994,0.6655464534801825,0.5644619055775242,0.5096927877180837,0.14209932384532215,0.7141468303861074,0.5324681310838316,0.36908452166026645,0.5218461442100693,0.2771214273622743,0.27535876278219484,0.6082085817257624,0.4564684171071811,0.4658261782546827,0.56130031580628,0.5117387391465118,0.2539951731781026,0.22717650385232396,0.0,0.6968721029452671,0.2221164140927286,0.2613416469425418,0.13446709276620683,1.000000000000001,0.4451938113256285,0.2430860268959829,0.37239579504284437,0.23888273996509815,0.0,0.2290332520836607,0.5619302826889571,0.5154063444459327,0.5090350036829624,0.5912849058168997,0.604827773791627,0.43477086266946646,0.35420762614580836,0.09883601294917509,0.3158303566120527,0.07149443672502236,0.39746593441877537,0.13647417525595285,0.26603086684513877,0.2584465952467083,0.27672668815608975,0.6879912650606046,0.2994162661733933,0.2788745968023666,0.3733032386097091,0.7544154751892347,0.43574448400022003,0.15538509403842854,0.17935966844422935,0.29231586735977116,0.3660283094457077,0.4218506827227373,0.47949671940120203,0.5247234793055521,0.516376997729465,0.26003283041408404,0.4795637396991603,0.6320807876124576,0.6097800734870019,0.1389825076795288,0.17116535571767275,0.5211662461452204,0.4554683227971159
D020246_Thrombosis,0.352461326148579,0.43453602066728736,0.4036085928765926,0.39791568576425396,0.5169796633367506,0.24697427247189213,0.4611256947977943,0.0425435629811517,0.4388517898915608,0.3053808578579914,0.30088626485550696,0.016816819849907808,0.4723926948488312,0.4388517898915608,0.32126183111608864,0.46694905785879076,0.25134514552484816,0.43296434101703063,0.5140402295139963,0.18018517197518727,0.4903851835404854,0.3579028165697468,0.35298117520491307,0.3231165281884956,0.4591640893185099,0.4782549479614808,0.3462932403719609,0.5445247414596704,0.48399292832063073,0.4411658784974187,0.019418390934515434,0.4455061623156605,0.37708443912925327,0.4904464523011991,0.24992154530771643,0.44519381132562813,0.9999999999999998,0.46910346802311553,0.5403566407471135,0.4379004869988955,0.0,0.42719780281347025,0.47618950265403787,0.2928331073075146,0.289690680444858,0.41794011769029754,0.39825419936394496,0.2234784832590307,0.4719742396710779,0.15292111288903085,0.3928122767933344,0.0979238333274223,0.5240508499661727,0.2433408700342393,0.35487794297781367,0.3379747967691557,0.4366259590256601,0.46908262376497617,0.3876172475441851,0.3876853173555393,0.4559673292775091,0.4623166502227675,0.22286287585741932,0.26813391153843597,0.2780739186796287,0.3593510411700869,0.18681649266403774,0.516752992819859,0.2520739457002709,0.2960575085865033,0.4840464276232324,0.42332427370286885,0.2723892545061139,0.35768888035164137,0.3375363998108309,0.24773100565771838,0.31145186216081444,0.38466656685201844,0.4691009026283699
D006502_Thrombosis,0.19784946749136686,0.23537706704771547,0.22728717558561753,0.30187402934579816,0.320691634711096,0.1347847238329319,0.42647963097473035,0.022388683141982252,0.23785669719116703,0.16594582080363737,0.34773219409829703,0.0,0.312166606406478,0.23785669719116703,0.16424658538605766,0.2870331343974298,0.2885916421463292,0.24443875473437982,0.31034257659589576,0.08540350620850552,0.30027523769668957,0.29339450449879245,0.3023362601372985,0.17255400644779134,0.2855925322609048,0.2946309319507376,0.18768409148740978,0.334317490577758,0.41827339399604996,0.3581973113333124,0.0,0.2306743409196425,0.39688373205494043,0.5067264381525755,0.28656824980911144,0.24308602689598277,0.4691034680231157,0.9999999999999997,0.40666356247795693,0.5067127752687285,0.0,0.3460554322776046,0.26171052497064895,0.1616420512601945,0.15915175351980754,0.23209148813398447,0.2165056648531567,0.12555827519791868,0.3539931652624163,0.1477577702676375,0.32059251702161146,0.0687102982696346,0.3289097722876171,0.3168915011341556,0.29880900470621125,0.26779871984879267,0.3959854663496152,0.2558747342801617,0.3295477807380507,0.31736539545710746,0.3290024055509713,0.23218906706961115,0.1162369891159424,0.3186890810104733,0.33648809349402903,0.30597509910231363,0.09203748103451666,0.3334773996105441,0.13725786272012194,0.15496354947981264,0.29814814308855103,0.40990733153623593,0.15150698540548851,0.18110795895988793,0.1776295865862986,0.2933307380317004,0.3813242232868327,0.21793919652743282,0.2830366336783238
D012170_Thrombosis,0.30167284596021127,0.3731381278999008,0.35603340014158275,0.38432991898620983,0.4583086320573941,0.2075171545996566,0.4459972597695966,0.04021505531333318,0.42273040369017634,0.27298506953744456,0.35133996040785126,0.0,0.42139007698421493,0.42273040369017634,0.26542071569232073,0.4519011850672206,0.2687869265218333,0.3837430095475641,0.4701113627509919,0.14939314114174532,0.4647325403761989,0.3345622792352139,0.34874678680673976,0.2733337092815134,0.4100412034459045,0.42304635477723807,0.2964870921314861,0.5708538376073088,0.41413104296358205,0.33202723207772056,0.024474103273811748,0.3500565742656798,0.3928824101604003,0.443754728531166,0.2816986848416583,0.3723957950428441,0.5403566407471139,0.4066635624779571,1.0,0.4034436450655843,0.0,0.3881305511665822,0.4926908168646081,0.24772101948155084,0.24926028167506822,0.3612025487896278,0.3863801116369842,0.18794216070792213,0.4465781085971745,0.1453412847356778,0.385804164307232,0.10056361364567916,0.8225748205439976,0.28850249686223167,0.36789768385617094,0.32261588028903476,0.4305103593554388,0.3978245796677372,0.3882964939156127,0.39302193907400823,0.43711615627241973,0.3794221307983694,0.18425370777310035,0.2827698285942392,0.2896119118022346,0.3426514419464966,0.1553004085904181,0.45230581448943497,0.2149757842175661,0.25929087651108707,0.4459831292942203,0.41882864506463885,0.2270341301351699,0.2936828031782424,0.28595201779178864,0.26588292150354054,0.3344605347620406,0.3247170881303507,0.4282660638399907
D065666_Thrombosis,0.16228272369903718,0.22340166634640002,0.19662513548925853,0.26756082293088235,0.2917322209955513,0.1188408169460126,0.3880829178144008,0.04815434123430768,0.20986009512760528,0.14511219307821827,0.3439069900965016,0.0,0.2917618812369867,0.20986009512760528,0.1369811369110336,0.2642658806119815,0.32328787506991985,0.21589961846642888,0.2836855321600751,0.07293524535642686,0.2766154306252035,0.282225207569904,0.3324852973892843,0.15223742585702257,0.26952318062202724,0.2642081398085041,0.1576864562071092,0.25966107204102845,0.469921933649808,0.7675695426267761,0.0,0.22732334381635624,0.44104269913068633,0.5194776393646071,0.29438124851168573,0.2388827399650981,0.4379004869988952,0.5067127752687284,0.40344364506558417,0.9999999999999997,0.0,0.3695330951725117,0.2201067297269481,0.1387058139470009,0.14232848097875486,0.21084931858550598,0.1822962890346863,0.10712182025908823,0.32429171175024946,0.18160139322853303,0.322582435313279,0.08210247035681863,0.3144134781466511,0.368800688601935,0.310029345900193,0.26544144917833296,0.3787819281950626,0.22645305663302095,0.32028779508555166,0.3370603903969133,0.3041052674329654,0.20913507800718026,0.10341994258270266,0.30969005213075024,0.36186501842552055,0.2940130059568123,0.07828313180244904,0.31227408284742547,0.12150777067040948,0.15223742585702255,0.27529146075993033,0.4072805633846875,0.12782603762008848,0.15689529989834256,0.15047793249478422,0.31983415416352595,0.37411040099482024,0.196514857782609,0.2508966825796148
D020227_Thrombosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D003328_Thrombosis,0.17281799651131438,0.23131638122055018,0.21040476418727375,0.3080476877607962,0.32716587082023524,0.11233733216679291,0.40718894281570334,0.021770017209205406,0.2215114451482377,0.15239578600261372,0.380388733759845,0.0,0.3167859184760495,0.2215114451482377,0.14341123254484786,0.30219269065742677,0.3117966626321284,0.23441704805489189,0.30377866703156364,0.07245957094135691,0.3151155980043893,0.29388876369572553,0.31225186563570734,0.16289886001447199,0.29281372738836525,0.2846932308228129,0.1645739283938747,0.29325937172179506,0.7020950500779272,0.3328192869687235,0.019873215837929108,0.22674703293550996,0.5763022027243538,0.43516285473037686,0.3202389964396842,0.22903325208366068,0.42719780281347064,0.3460554322776045,0.38813055116658207,0.36953309517251187,0.0,1.0000000000000004,0.24795358997264397,0.1408877941567835,0.1441654911128077,0.2256781097282341,0.19991522261423714,0.09767098116427503,0.35129381744091853,0.1898559638071828,0.32716594788505127,0.08165865678769084,0.3487760057656385,0.2785876690284608,0.31101343285579075,0.2870659754351914,0.4154413577899333,0.2504356566655913,0.3512860212416542,0.33543004919496316,0.33048666336610927,0.22577299226752315,0.09513616390984046,0.3360174434916117,0.3135570126561617,0.3030297281047883,0.08135837415986844,0.3430122950128869,0.12288547532858014,0.14009301961244588,0.3055274387953778,0.3964141746104766,0.12941405004266437,0.16468929744301994,0.16212976114050032,0.31295535858012663,0.37078710036655765,0.20539636841666367,0.28137046830805695
D006258_Head and Neck Neoplasms,0.5347924523310948,0.5808808622394647,0.5420350930579018,0.32752606356952774,0.4866866824295025,0.41328182601435803,0.349415990091372,0.022479637051705657,0.5639810486591059,0.4510520531137501,0.21301992601240638,0.01184780900955036,0.42019256786329306,0.5639810486591059,0.48548614051139005,0.4993379511517909,0.16098002455734364,0.5642400851425341,0.5172615472414831,0.3200229492758294,0.46418868888484743,0.31975209207230054,0.29384586216910746,0.4723862224292944,0.46231565888774706,0.54281477246218,0.5692656413619249,0.6710552970392527,0.26512238495846835,0.2140154299776709,0.006840335720971175,0.5370578326782705,0.2435253762139136,0.2734125062833614,0.15746550996496533,0.5619302826889572,0.4761895026540385,0.26171052497064917,0.4926908168646084,0.22010672972694822,0.0,0.24795358997264416,1.0,0.4992297453587813,0.442108648528782,0.5782392869400433,0.5510462502773094,0.3902515968329348,0.47927150787114925,0.10420385823050364,0.3585463245306706,0.06643426929799393,0.5073737757543937,0.1525515135996544,0.29438868160500603,0.29372357031483487,0.32226052584483256,0.5871121776235326,0.34209306381467414,0.31403650681458584,0.4240715230703872,0.5546361302426697,0.3590837056303083,0.17091501706721898,0.19708212687178167,0.328078611085581,0.33072073672058516,0.44492435328285157,0.43137363211743956,0.4667792642995701,0.5348822833477789,0.30867943346640003,0.4403987869500167,0.5528273255305368,0.5600115693594898,0.15816943308507125,0.20039277726523827,0.5655773589121006,0.6957877435335581
D008114_Liver Neoplasms,0.6356635637350561,0.5200839799013245,0.5591373203088823,0.21672103235879353,0.3359043469603525,0.7472374416498963,0.20378069655971254,0.014963337974774452,0.5317660229499026,0.7295898721627906,0.12242745603417925,0.011829557349794602,0.2689489940635357,0.5317660229499026,0.7569309504150767,0.3412349207768414,0.10715468889015071,0.5094758971189521,0.35710042581016377,0.6259093697717597,0.32261397779370615,0.25668858832457764,0.17809080787147658,0.6656403144269911,0.3041648660424853,0.3604959906374373,0.6470671157278666,0.4176181835318995,0.15304996002017016,0.13033943307683477,0.0,0.5429578982369229,0.15031104701428719,0.1669599037260113,0.09576305912098577,0.5154063444459326,0.2928331073075149,0.16164205126019446,0.24772101948155076,0.13870581394700093,0.0,0.14088779415678349,0.4992297453587815,1.0000000000000009,0.8179146336230735,0.5031499813773156,0.5681446728573734,0.7485315856668429,0.2619032084308061,0.05995717392317878,0.2147963883537283,0.025512279495949388,0.26777014263567994,0.08558737036226051,0.17579854850977794,0.21510140346487017,0.17063246693892703,0.4765916470439608,0.2002283836781025,0.18312533429350025,0.25623163695419676,0.5196080266017418,0.6483170993988946,0.1039307473131612,0.11713007144400786,0.2655615127879293,0.6346990317253208,0.3146060775127206,0.7341632335789163,0.7566130235055327,0.35156601146487637,0.16824657885277658,0.7751050163986628,0.7251335459246092,0.7215456327264009,0.10346860898272105,0.10842544593395304,0.5705884367588935,0.4390701034838732
D008113_Liver Neoplasms,0.6178203359438127,0.5335946248600217,0.5819205750699936,0.2217405282114167,0.3464937695365552,0.7050924439193365,0.2096139122518065,0.014965432360392487,0.5592722238120797,0.7759104859058197,0.12555759003693978,0.011831213107007525,0.27733319121510885,0.5592722238120797,0.7872847634950858,0.3485293321613279,0.1071696870970812,0.4963523209825832,0.360953558898828,0.6164824944954318,0.3272036282011641,0.26214480375942445,0.17297778096154848,0.6598544232922726,0.3094020167379668,0.35437270791506,0.6197143900225224,0.41619865844317205,0.15775724072293737,0.1356783978873695,0.0,0.5663027711021803,0.15033208572206955,0.17094022232871736,0.09863546175800321,0.5090350036829611,0.2896906804448579,0.15915175351980765,0.24926028167506792,0.14232848097875492,0.0,0.14416549111280771,0.44210864852878123,0.8179146336230715,0.999999999999999,0.5180621877730076,0.5909419439732311,0.70471411836483,0.26972989965176086,0.05820187287982168,0.21323514587462597,0.02806743543316879,0.2655457331376803,0.08559934983889027,0.17160339893574367,0.28738119103441234,0.1727460195830439,0.47777990360163825,0.1979004514507177,0.17919806739956845,0.2630831261649648,0.5213616631007103,0.6417001755816688,0.10651184474790894,0.12066085985987035,0.27364712778565947,0.6258393176980968,0.3203365600472921,0.7376226373360025,0.7402015677491601,0.3563123692662322,0.1719929183991779,0.7436006854361723,0.7131851545794055,0.6900028273906437,0.10620633050073502,0.11403034478977403,0.5401318035777376,0.41374473812478846
D000690_Amyotrophic Lateral Sclerosis,0.5364350618532302,0.7650518362139782,0.5745131043465003,0.3055331251770016,0.4625897666746544,0.46179697218258625,0.31483150237900853,0.02993924754260479,0.6535069874984164,0.5147100230060073,0.19409789456352364,0.011834526708278772,0.4075776589513954,0.6535069874984164,0.5362095584192396,0.5619452155350615,0.14471959825895286,0.6298812591359548,0.46861020469924064,0.36920932763087855,0.43942420381105657,0.31594338570715946,0.2975137440352944,0.5564267930297128,0.48063298459110465,0.5162692629879817,0.6140056022408973,0.5174372462071646,0.2476388687313744,0.2013570083811881,0.0,0.6186206920415802,0.232637716935181,0.25569053549439075,0.14584978059097614,0.5912849058169012,0.4179401176902977,0.2320914881339845,0.3612025487896278,0.2108493185855061,0.0,0.22567810972823404,0.5782392869400445,0.5031499813773154,0.5180621877730086,1.000000000000001,0.5683833389770617,0.429271228703956,0.37646138619904784,0.10232285064482621,0.3236563905944292,0.06635979139420069,0.38689129474515166,0.14512427778062473,0.26099463853524263,0.28476504005934605,0.2926356791953054,0.5685041689496148,0.2957555081861111,0.2820524026794515,0.38314540526614654,0.5966092722673849,0.4263357338860955,0.15917069640742976,0.19568938995965082,0.3172922580786416,0.37398637976093013,0.44632157248500764,0.47425883088298276,0.4819378514364041,0.6295943664629803,0.2785427154292814,0.5037080910476666,0.5819202550079897,0.5694677871148465,0.14164810134358688,0.18674902966289292,0.6089393840474527,0.5934319873947643
D016889_Endometrial Neoplasms,0.6035090631894244,0.5959903326735247,0.6279136064761075,0.28045823439035844,0.434083544376206,0.498109332566608,0.29270266451580307,0.022489109474508957,0.6929345935985038,0.5904312270513435,0.1736064286849676,0.011852801414720117,0.3952842792448698,0.6929345935985038,0.5953990146580014,0.4739659537194816,0.12749622090555957,0.561665298149793,0.5580050136212048,0.42472772926548896,0.5250881162153228,0.33370909891443434,0.23334558441649017,0.5471892419040214,0.4039648395764133,0.4341874018705041,0.6000848776268178,0.56472946176302,0.21829001288606575,0.17856941030052503,0.0,0.5875579793986394,0.2019897537250208,0.22912901450515358,0.13032181348527433,0.6048277737916269,0.3982541993639453,0.21650566485315692,0.38638011163698444,0.18229628903468648,0.0,0.1999152226142372,0.5510462502773094,0.5681446728573729,0.5909419439732312,0.5683833389770606,0.9999999999999999,0.47673918481668287,0.361434217260986,0.0954132108736315,0.30130582275084594,0.06134978144538761,0.39881880646374046,0.12645308765014251,0.23110089857152866,0.25981722432299026,0.24772877350065553,0.5174157507502117,0.2655288731481783,0.24222681175595154,0.34322388836506745,0.6073537366520095,0.4300740326781805,0.13627538277842907,0.1525682885762825,0.3652123977611686,0.42695240050009625,0.4405543755262089,0.5046956374033846,0.5564446211878927,0.441665502266011,0.2461525033202427,0.5535331510952077,0.6179115049493247,0.6169175530160693,0.12549758242853168,0.16351773117451665,0.5599217673848235,0.46112712533934075
