species_taxonomy_id	orthgroup_id	count
397290	COG2109	1
397290	COG0036	1
397290	COG2382	1
397290	NOG286469	1
397290	COG1225	1
397290	COG0175	1
397290	NOG35985	1
397290	COG3412	1
397290	NOG114904	1
397290	NOG42594	1
397290	COG4912	1
397290	COG5016	1
397290	COG2327	1
397290	COG1671	1
397290	COG0393	1
397290	COG2189	1
397290	COG1585	1
397290	COG0809	1
397290	COG2826	1
397290	COG1982	1
397290	COG0005	1
397290	COG0722	1
397290	COG2740	1
397290	NOG51332	1
397290	COG0690	1
397290	COG0562	1
397290	COG1451	1
397290	COG2008	1
397290	NOG36033	1
397290	COG0202	1
397290	COG1522	1
397290	NOG305554	1
397290	NOG05575	1
397290	COG1366	1
397290	COG0341	1
397290	NOG238936	1
397290	COG2239	1
397290	COG0133	1
397290	COG0252	1
397290	NOG34547	1
397290	NOG238193	1
397290	COG0443	1
397290	COG0096	1
397290	COG0707	1
397290	NOG25670	1
397290	COG0057	1
397290	NOG246573	1
397290	NOG39995	1
397290	COG0148	1
397290	COG0653	1
397290	NOG08739	1
397290	COG2607	1
397290	NOG295373	1
397290	COG1715	1
397290	COG1234	1
397290	COG3618	1
397290	COG3022	1
397290	NOG205967	1
397290	COG1749	1
397290	NOG105806	1
397290	COG0641	1
397290	COG1512	1
397290	COG2502	1
397290	COG3679	1
397290	COG1477	1
397290	COG0356	1
397290	COG0313	1
397290	COG1501	1
397290	NOG89652	1
397290	COG0323	1
397290	NOG60693	1
397290	COG5519	1
397290	NOG36523	1
397290	COG3506	1
397290	COG0372	1
397290	COG0853	1
397290	COG3383	1
397290	NOG38549	1
397290	COG1154	1
397290	NOG204849	1
397290	COG1406	1
397290	COG1186	1
397290	COG0590	1
397290	COG3193	1
397290	NOG285180	1
397290	NOG27114	1
397290	COG0086	1
397290	NOG157784	1
397290	COG0758	1
397290	NOG298434	1
397290	COG1250	1
397290	arCOG08054	1
397290	COG0178	1
397290	COG2964	1
397290	COG0283	1
397290	NOG74095	1
397290	COG0299	1
397290	COG5646	1
397290	NOG284993	1
397290	COG0557	1
397290	COG1052	1
397290	NOG209131	1
397290	COG0171	1
397290	NOG107106	1
397290	COG0100	1
397290	NOG120675	1
397290	COG1699	1
397290	NOG18097	1
397290	NOG02869	1
397290	COG1979	1
397290	COG2855	1
397290	COG3340	1
397290	COG0199	1
397290	NOG142173	1
397290	NOG39869	1
397290	COG3886	1
397290	COG5635	1
397290	NOG75247	1
397290	COG3963	1
397290	COG4213	1
397290	COG0466	1
397290	COG4866	1
397290	NOG220390	1
397290	NOG11399	1
397290	NOG253789	1
397290	NOG03207	1
397290	COG3550	1
397290	COG1199	1
397290	COG0595	1
397290	COG4468	1
397290	COG2894	1
397290	NOG247271	1
397290	NOG38228	1
397290	NOG52980	1
397290	COG2706	1
397290	NOG197846	1
397290	NOG39112	1
397290	COG0802	1
397290	NOG304298	1
397290	NOG253390	1
397290	COG0498	1
397290	COG1156	1
397290	COG0540	1
397290	COG5377	1
397290	NOG87472	1
397290	NOG18944	1
397290	COG0604	1
397290	NOG122624	1
397290	COG0093	1
397290	COG2405	1
397290	NOG11528	1
397290	COG1859	1
397290	NOG247273	1
397290	NOG301299	1
397290	NOG84818	1
397290	NOG142550	1
397290	COG2091	1
397290	COG1105	1
397290	COG0688	1
397290	NOG143513	1
397290	NOG07377	1
397290	COG0162	1
397290	COG0217	1
397290	COG0082	1
397290	COG5586	1
397290	COG1732	1
397290	COG0450	1
397290	COG5011	1
397290	COG2878	1
397290	NOG154312	1
397290	COG1057	1
397290	COG0737	1
397290	COG1589	1
397290	COG0833	1
397290	COG0040	1
397290	COG0264	1
397290	COG1527	1
397290	NOG206822	1
397290	COG0124	1
397290	COG1015	1
397290	NOG174950	1
397290	COG2145	1
397290	NOG142209	1
397290	NOG298876	1
397290	NOG204617	1
397290	COG1466	1
397290	NOG48040	1
397290	NOG249038	1
397290	COG0013	1
397290	COG1637	1
397290	COG1207	1
397290	COG1774	1
397290	COG1393	1
397290	NOG09542	1
397290	COG0476	1
397290	NOG93555	1
397290	NOG134904	1
397290	COG1721	1
397290	COG0344	1
397290	NOG25290	1
397290	COG0065	1
397290	COG2887	1
397290	NOG35820	1
397290	COG1020	1
397290	COG1242	1
397290	COG1148	1
397290	COG2038	1
397290	COG0533	1
397290	COG0046	1
397290	NOG231923	1
397290	COG1610	1
397290	COG0634	1
397290	COG0226	1
397290	NOG222067	1
397290	NOG246084	1
397290	NOG142180	1
397290	COG1684	1
397290	NOG28678	1
397290	NOG07831	1
397290	NOG78145	1
397290	NOG302847	1
397290	COG2243	1
397290	COG1058	1
397290	COG0812	1
397290	NOG193242	1
397290	COG1648	1
397290	COG2177	1
397290	COG1619	1
397290	NOG73075	1
397290	COG1361	1
397290	COG0030	1
397290	NOG235918	1
397290	NOG230732	1
397290	COG1493	1
397290	COG0150	1
397290	COG0108	1
397290	NOG39288	1
397290	NOG45651	1
397290	COG1143	1
397290	NOG253273	1
397290	COG0064	1
397290	NOG98828	1
397290	COG1558	1
397290	COG1310	1
397290	COG0078	1
397290	NOG217237	1
397290	COG1386	1
397290	NOG239856	1
397290	NOG04265	1
397290	COG0622	1
397290	NOG36394	1
397290	NOG16684	1
397290	COG2739	1
397290	COG2848	1
397290	NOG09261	1
397290	NOG02500	1
397290	COG0449	1
397290	NOG12070	1
397290	COG1270	1
397290	COG1160	1
397290	NOG49925	1
397290	NOG142055	1
397290	NOG249775	1
397290	COG0222	1
397290	NOG01257	1
397290	COG0050	1
397290	COG0576	1
397290	NOG111608	1
397290	NOG70064	1
397290	COG3081	1
397290	NOG20867	1
397290	COG4100	1
397290	COG2264	1
397290	NOG36383	1
397290	COG1040	1
397290	NOG03131	1
397290	COG1244	1
397290	NOG232289	1
397290	COG3201	1
397290	NOG43587	1
397290	COG1530	1
397290	COG0815	1
397290	COG0054	1
397290	NOG01100	1
397290	COG1195	1
397290	NOG200941	1
397290	COG1625	1
397290	NOG31849	1
397290	NOG241878	1
397290	COG1228	1
397290	NOG18468	1
397290	NOG46022	1
397290	NOG19524	1
397290	COG0132	1
397290	NOG286226	1
397290	COG1492	1
397290	COG0164	1
397290	COG0191	1
397290	NOG10286	1
397290	NOG54620	1
397290	COG4552	1
397290	COG3887	1
397290	COG0422	1
397290	NOG285831	1
397290	COG0142	1
397290	COG2764	1
397290	NOG30918	1
397290	NOG299702	1
397290	NOG243459	1
397290	COG1281	1
397290	COG0691	1
397290	COG1803	1
397290	NOG60679	1
397290	COG1983	1
397290	COG1546	1
397290	NOG24676	1
397290	NOG36592	1
397290	COG4805	1
397290	NOG19649	1
397290	COG0104	1
397290	NOG79304	1
397290	NOG76953	1
397290	COG0333	1
397290	COG1957	1
397290	COG3335	1
397290	COG1660	1
397290	COG1487	1
397290	COG1112	1
397290	NOG141757	1
397290	NOG47338	1
397290	COG1905	1
397290	COG0206	1
397290	NOG150948	1
397290	NOG212767	1
397290	COG3871	1
397290	COG0149	1
397290	NOG300537	1
397290	NOG249236	1
397290	NOG36139	1
397290	COG0687	1
397290	COG4728	1
397290	COG0304	1
397290	COG0712	1
397290	COG0592	1
397290	COG3689	1
397290	NOG245795	1
411469	COG0642	31
411469	COG0745	21
411469	COG0675	18
411469	COG0534	17
411469	COG2207	12
411469	COG1396	11
411469	COG1309	11
411469	COG5492	10
411469	COG1595	10
411469	COG1961	10
411469	COG1109	9
411469	COG0784	9
411469	COG0561	9
411469	COG5464	9
411469	COG1131	9
411469	COG1132	9
411469	COG0582	8
411469	COG0389	8
411469	COG1102	8
411469	COG0789	8
411469	COG0834	8
411469	COG0697	8
411469	COG2199	8
411469	COG1925	7
411469	COG1368	7
411469	COG0436	7
411469	COG0860	7
411469	COG0454	7
411469	COG0583	7
411469	COG1609	7
411469	COG1879	7
411469	COG0577	7
411469	COG0463	7
411469	COG1349	7
411469	COG1216	7
411469	COG1846	7
411469	COG1476	7
411469	COG0446	6
411469	COG0438	6
411469	COG1475	6
411469	COG1136	6
411469	COG1028	6
411469	COG0515	6
411469	COG0768	6
411469	COG2244	6
411469	COG1192	6
411469	COG1686	6
411469	COG1943	6
411469	COG1672	6
411469	COG0681	6
411469	COG1959	5
411469	COG0607	5
411469	COG1115	5
411469	NOG306562	5
411469	COG4753	5
411469	COG5002	5
411469	COG4624	5
411469	COG1196	5
411469	COG4917	5
411469	COG0406	5
411469	COG1653	5
411469	COG4816	5
411469	COG2357	5
411469	COG0655	5
411469	COG0846	5
411469	COG3210	5
411469	COG1762	5
411469	COG3451	5
411469	COG0772	4
411469	COG0169	4
411469	COG1191	4
411469	COG3610	4
411469	COG1209	4
411469	COG1376	4
411469	COG2433	4
411469	COG1388	4
411469	COG0716	4
411469	COG1716	4
411469	COG4932	4
411469	COG1307	4
411469	COG2148	4
411469	COG4509	4
411469	COG0827	4
411469	COG0493	4
411469	COG1070	4
411469	NOG302762	4
411469	COG0428	4
411469	COG1917	4
411469	COG0671	4
411469	COG1404	4
411469	COG1277	4
411469	COG1669	4
411469	COG0553	4
411469	COG0176	4
411469	COG1882	4
411469	COG5263	4
411469	COG0542	4
411469	COG0348	4
411469	COG2710	4
411469	COG2972	4
411469	COG3682	4
411469	COG0371	4
411469	COG0550	4
411469	COG1234	4
411469	COG1802	4
411469	COG0457	4
411469	COG3383	4
411469	COG2197	4
411469	COG4733	4
411469	COG0640	4
411469	COG0488	4
411469	COG3608	4
411469	COG1454	4
411469	COG3293	4
411469	COG0726	4
411469	COG1918	4
411469	COG0564	4
411469	COG0369	4
411469	COG1887	4
411469	COG0791	4
411469	COG0554	4
411469	COG3118	4
411469	COG0664	4
411469	COG2340	4
411469	COG1502	4
411469	COG0530	3
411469	COG0502	3
411469	COG5279	3
411469	COG0296	3
411469	COG3842	3
411469	COG1461	3
411469	COG4857	3
411469	COG4636	3
411469	COG0591	3
411469	COG1737	3
411469	COG2070	3
411469	COG0733	3
411469	COG3505	3
411469	COG1316	3
411469	COG0205	3
411469	COG1896	3
411469	COG0465	3
411469	COG1045	3
411469	COG1484	3
411469	COG3711	3
411469	COG2755	3
411469	COG0735	3
411469	COG4767	3
411469	COG1033	3
411469	COG2390	3
411469	COG1592	3
411469	COG1126	3
411469	COG1301	3
411469	COG3958	3
411469	COG0500	3
411469	COG1104	3
411469	COG0546	3
411469	COG1014	3
411469	COG4905	3
411469	COG3843	3
411469	COG3290	3
411469	COG2217	3
411469	COG0286	3
411469	COG0600	3
411469	COG1180	3
411469	COG1853	3
411469	COG1744	3
411469	COG3976	3
411469	COG3012	3
411469	COG1974	3
411469	COG1937	3
411469	COG0621	3
411469	COG3279	3
411469	COG2265	3
411469	COG1203	3
411469	COG0628	3
411469	NOG240940	3
411469	COG1116	3
411469	COG2304	3
411469	COG0765	3
411469	COG1443	3
411469	COG0629	3
411469	COG4974	3
411469	COG3437	3
411469	COG1725	3
411469	COG0037	3
411469	COG1924	3
411469	COG0523	3
411469	COG0732	3
411469	COG0568	3
411469	COG0175	3
411469	COG1069	3
411469	COG3378	3
411469	COG0236	3
411469	COG0297	3
411469	COG0480	3
411469	COG0657	3
411469	COG0168	3
411469	COG2025	3
411469	COG0274	3
411469	COG0711	3
411469	COG0039	3
411469	COG4485	3
411469	COG0673	3
411469	COG0110	3
411469	COG0544	3
411469	COG0579	3
411469	COG0619	3
411469	COG3959	3
411469	COG2966	3
411469	COG2145	3
411469	COG1020	3
411469	COG2865	3
411469	COG0494	3
411469	NOG09208	3
411469	COG0144	3
411469	NOG284903	3
411469	COG4577	3
411469	COG1387	3
411469	COG2873	3
411469	COG1032	3
411469	COG0622	3
411469	COG1013	3
411469	COG0449	3
411469	COG2059	3
411469	COG1902	3
411469	COG1122	3
411469	COG0679	3
411469	COG0191	3
411469	COG4936	3
411469	COG1145	3
411469	COG0569	3
411469	COG0715	3
411469	COG2233	3
411469	COG0826	3
411469	COG0631	3
411469	COG1894	2
411469	COG1960	2
411469	NOG29894	2
411469	COG3757	2
411469	COG1086	2
411469	COG4992	2
411469	COG0469	2
411469	COG0782	2
411469	COG2895	2
411469	COG1051	2
411469	COG0489	2
411469	COG0770	2
411469	COG0507	2
411469	COG3546	2
411469	COG0601	2
411469	COG0277	2
411469	COG0073	2
411469	COG0610	2
411469	COG0451	2
411469	COG2508	2
411469	COG1605	2
411469	COG0305	2
411469	COG0242	2
411469	COG2201	2
411469	COG0539	2
411469	COG2203	2
411469	COG2033	2
411469	COG1838	2
411469	COG1283	2
411469	COG2002	2
411469	COG0370	2
411469	COG0685	2
411469	COG0347	2
411469	COG4608	2
411469	COG0280	2
411469	NOG08158	2
411469	COG0332	2
411469	COG3666	2
411469	COG1219	2
411469	NOG136693	2
411469	COG4810	2
411469	COG0760	2
411469	COG3862	2
411469	COG3316	2
411469	COG5523	2
411469	COG3764	2
411469	COG0558	2
411469	COG2198	2
411469	COG0543	2
411469	COG2081	2
411469	COG0698	2
411469	COG1760	2
411469	COG4123	2
411469	COG1198	2
411469	COG2376	2
411469	COG3655	2
411469	COG0251	2
411469	COG1348	2
411469	COG3935	2
411469	COG0004	2
411469	COG4248	2
411469	NOG03813	2
411469	COG4656	2
411469	COG5658	2
411469	COG0444	2
411469	COG0071	2
411469	COG1434	2
411469	COG1253	2
411469	COG0636	2
411469	COG1529	2
411469	NOG19488	2
411469	COG0151	2
411469	COG1038	2
411469	COG3307	2
411469	COG0637	2
411469	COG4227	2
411469	COG0188	2
411469	COG0031	2
411469	NOG237771	2
411469	COG2110	2
411469	COG1080	2
411469	COG2333	2
411469	COG1640	2
411469	COG0441	2
411469	COG0275	2
411469	COG2017	2
411469	COG3039	2
411469	COG0517	2
411469	COG0355	2
411469	COG2263	2
411469	COG4748	2
411469	COG0058	2
411469	COG1167	2
411469	COG1733	2
411469	COG0055	2
411469	COG3209	2
411469	COG1576	2
411469	COG0309	2
411469	COG0526	2
411469	COG1299	2
411469	COG0077	2
411469	COG3727	2
411469	COG3436	2
411469	COG1362	2
411469	COG4245	2
411469	COG1724	2
411469	COG0635	2
411469	COG0646	2
411469	COG0613	2
411469	COG1620	2
411469	COG0192	2
411469	COG1695	2
411469	NOG290763	2
411469	COG0602	2
411469	COG0714	2
411469	COG3581	2
411469	COG0593	2
411469	COG1445	2
411469	COG1649	2
411469	COG2834	2
411469	COG0394	2
411469	COG3049	2
411469	COG0448	2
411469	COG0703	2
411469	COG0079	2
411469	COG0484	2
411469	COG0066	2
411469	COG0503	2
411469	COG0580	2
411469	COG4909	2
411469	COG4200	2
411469	COG4219	2
411469	COG0044	2
411469	COG1606	2
411469	COG2186	2
411469	COG0224	2
411469	COG0747	2
411469	COG2104	2
411469	COG1951	2
411469	NOG52902	2
411469	COG0461	2
411469	COG1171	2
411469	COG0705	2
411469	COG2364	2
411469	COG1773	2
411469	COG1055	2
411469	COG1187	2
411469	COG2109	2
411469	COG1305	2
411469	COG0388	2
411469	COG1087	2
411469	COG0781	2
411469	COG1668	2
411469	COG3412	2
411469	NOG296154	2
411469	COG1813	2
411469	COG1451	2
411469	COG0597	2
411469	COG1522	2
411469	COG0042	2
411469	COG1583	2
411469	COG0443	2
411469	COG4646	2
411469	COG2812	2
411469	NOG17716	2
411469	COG0148	2
411469	COG1874	2
411469	COG3022	2
411469	COG0452	2
411469	COG1004	2
411469	COG1512	2
411469	COG1433	2
411469	COG1477	2
411469	COG0356	2
411469	COG3409	2
411469	COG0210	2
411469	COG0285	2
411469	NOG305501	2
411469	COG0822	2
411469	COG3875	2
411469	NOG245271	2
411469	COG0531	2
411469	COG5441	2
411469	COG0318	2
411469	COG0173	2
411469	COG2768	2
411469	COG2964	2
411469	COG2086	2
411469	COG0566	2
411469	COG0300	2
411469	COG3580	2
411469	COG3188	2
411469	COG1284	2
411469	COG0477	2
411469	NOG212799	2
411469	COG0560	2
411469	COG0740	2
411469	COG0624	2
411469	COG0466	2
411469	COG2003	2
411469	COG1757	2
411469	COG1893	2
411469	COG2315	2
411469	NOG18944	2
411469	NOG296005	2
411469	COG1674	2
411469	COG0317	2
411469	COG0855	2
411469	COG2091	2
411469	COG5001	2
411469	COG2068	2
411469	COG2080	2
411469	COG2816	2
411469	COG1077	2
411469	COG2878	2
411469	COG1193	2
411469	COG0460	2
411469	COG0399	2
411469	COG1211	2
411469	COG1598	2
411469	COG0013	2
411469	COG0008	2
411469	COG0172	2
411469	COG1393	2
411469	COG0024	2
411469	COG4585	2
411469	COG2509	2
411469	COG0065	2
411469	COG1541	2
411469	COG0310	2
411469	COG1242	2
411469	COG1148	2
411469	COG2211	2
411469	COG1302	2
411469	COG0425	2
411469	COG0693	2
411469	COG1173	2
411469	COG1619	2
411469	COG0845	2
411469	COG0119	2
411469	COG1129	2
411469	COG0549	2
411469	COG1954	2
411469	COG0078	2
411469	COG3066	2
411469	COG1857	2
411469	COG0028	2
411469	COG0849	2
411469	COG0440	2
411469	COG0739	2
411469	NOG18500	2
411469	COG0647	2
411469	COG0427	2
411469	COG0352	2
411469	COG1073	2
411469	COG3584	2
411469	COG5564	2
411469	COG0101	2
411469	COG1688	2
411469	COG1063	2
411469	COG4496	2
411469	COG1705	2
411469	COG0535	2
411469	COG0187	2
411469	COG1418	2
411469	COG0691	2
411469	COG0248	2
411469	COG0486	2
411469	COG0056	2
411469	COG0346	2
411469	COG2200	2
411469	COG0149	2
411469	COG0366	2
411469	COG2337	2
411469	COG0712	2
411469	NOG18398	1
411469	COG3432	1
411469	COG2890	1
411469	NOG38035	1
411469	COG4277	1
411469	COG0122	1
411469	NOG00336	1
411469	COG1061	1
411469	COG2385	1
411469	COG0038	1
411469	COG4249	1
411469	NOG51395	1
411469	COG1903	1
411469	COG1539	1
411469	COG1164	1
411469	COG2759	1
411469	COG0017	1
411469	COG3359	1
411469	COG0541	1
411469	COG3911	1
411469	COG1758	1
411469	COG1327	1
411469	NOG36430	1
411469	NOG24041	1
411469	COG0063	1
411469	COG1989	1
411469	COG1883	1
411469	COG2064	1
411469	COG3270	1
411469	COG3311	1
411469	COG1820	1
411469	COG1214	1
411469	COG5401	1
411469	COG0198	1
411469	NOG286456	1
411469	NOG233560	1
411469	NOG15043	1
411469	COG4120	1
411469	COG0806	1
411469	NOG44262	1
411469	NOG294708	1
411469	COG3649	1
411469	COG1570	1
411469	COG3363	1
411469	COG2954	1
411469	NOG35691	1
411469	COG1827	1
411469	COG0759	1
411469	COG1401	1
411469	COG0129	1
411469	COG1185	1
411469	COG0019	1
411469	COG0253	1
411469	COG0068	1
411469	NOG20077	1
411469	NOG112737	1
411469	COG0699	1
411469	COG0361	1
411469	COG0656	1
411469	COG1597	1
411469	NOG16665	1
411469	COG1188	1
411469	COG0513	1
411469	COG0696	1
411469	COG0336	1
411469	COG0392	1
411469	COG1010	1
411469	COG1930	1
411469	NOG303601	1
411469	NOG298579	1
411469	COG3331	1
411469	COG1932	1
411469	COG3275	1
411469	NOG285134	1
411469	COG0816	1
411469	COG0002	1
411469	COG0012	1
411469	COG0424	1
411469	COG0211	1
411469	NOG289856	1
411469	COG0821	1
411469	COG1482	1
411469	COG0411	1
411469	NOG301112	1
411469	COG3872	1
411469	COG1968	1
411469	COG0184	1
411469	COG1293	1
411469	NOG04975	1
411469	COG4603	1
411469	NOG01385	1
411469	COG2875	1
411469	COG0193	1
411469	NOG04079	1
411469	COG0091	1
411469	NOG11798	1
411469	NOG22704	1
411469	COG4908	1
411469	COG4145	1
411469	COG0608	1
411469	COG0111	1
411469	COG1670	1
411469	COG2407	1
411469	COG1854	1
411469	COG0473	1
411469	COG0130	1
411469	NOG231751	1
411469	COG1177	1
411469	COG0537	1
411469	NOG41996	1
411469	COG4862	1
411469	COG0085	1
411469	COG1159	1
411469	NOG290932	1
411469	COG0522	1
411469	COG0520	1
411469	COG1024	1
411469	COG0115	1
411469	COG4660	1
411469	COG0472	1
411469	COG0357	1
411469	COG0255	1
411469	COG3731	1
411469	COG0290	1
411469	NOG237940	1
411469	COG1607	1
411469	COG0841	1
411469	COG4990	1
411469	COG0289	1
411469	COG0180	1
411469	COG0704	1
411469	COG0414	1
411469	COG0340	1
411469	COG1235	1
411469	NOG287085	1
411469	COG0203	1
411469	COG3103	1
411469	NOG12376	1
411469	COG2911	1
411469	COG0147	1
411469	COG1172	1
411469	COG3250	1
411469	NOG37782	1
411469	COG2159	1
411469	COG1518	1
411469	COG2738	1
411469	COG0263	1
411469	NOG235883	1
411469	COG4286	1
411469	COG1865	1
411469	COG1082	1
411469	NOG237302	1
411469	COG1296	1
411469	COG0674	1
411469	COG0218	1
411469	COG1183	1
411469	COG1053	1
411469	COG2856	1
411469	NOG284935	1
411469	COG2932	1
411469	COG3867	1
411469	COG1624	1
411469	COG0847	1
411469	COG0511	1
411469	COG3225	1
411469	NOG143371	1
411469	NOG95990	1
411469	NOG05957	1
411469	COG0851	1
411469	COG0458	1
411469	COG2088	1
411469	COG2240	1
411469	COG1792	1
411469	COG0766	1
411469	COG0060	1
411469	COG2827	1
411469	COG0505	1
411469	NOG56471	1
411469	NOG38971	1
411469	COG1135	1
411469	COG0174	1
411469	COG0532	1
411469	COG0379	1
411469	NOG02617	1
411469	COG0051	1
411469	NOG26651	1
411469	COG0301	1
411469	COG0080	1
411469	COG0049	1
411469	COG0426	1
411469	COG4578	1
411469	NOG236283	1
411469	COG0571	1
411469	COG4506	1
411469	NOG00793	1
411469	COG1720	1
411469	NOG45052	1
411469	COG0790	1
411469	COG0598	1
411469	COG2893	1
411469	COG0727	1
411469	COG0368	1
411469	COG1555	1
411469	NOG285375	1
411469	COG1939	1
411469	COG0482	1
411469	COG0373	1
411469	NOG47382	1
411469	COG3786	1
411469	NOG246461	1
411469	COG0495	1
411469	COG0006	1
411469	COG0143	1
411469	NOG305806	1
411469	COG4734	1
411469	COG3855	1
411469	COG0518	1
411469	COG2805	1
411469	NOG236547	1
411469	COG4447	1
411469	NOG284752	1
411469	NOG10829	1
411469	COG0725	1
411469	COG0167	1
411469	COG0261	1
411469	COG0268	1
411469	COG2026	1
411469	COG0652	1
411469	COG4799	1
411469	COG4186	1
411469	NOG00520	1
411469	COG0098	1
411469	COG2188	1
411469	COG1175	1
411469	COG0573	1
411469	NOG43165	1
411469	COG0663	1
411469	COG0029	1
411469	COG0307	1
411469	COG2608	1
411469	COG0632	1
411469	COG1691	1
411469	COG1947	1
411469	COG0230	1
411469	COG1496	1
411469	COG0113	1
411469	COG0669	1
411469	COG0048	1
411469	COG1739	1
411469	COG0136	1
411469	COG1468	1
411469	NOG246884	1
411469	COG0325	1
411469	COG0524	1
411469	COG0245	1
411469	NOG285344	1
411469	COG1342	1
411469	COG0322	1
411469	NOG25616	1
411469	COG0363	1
411469	COG0282	1
411469	NOG241874	1
411469	COG4823	1
411469	COG4290	1
411469	COG0776	1
411469	COG5423	1
411469	NOG34373	1
411469	NOG28285	1
411469	COG0706	1
411469	COG1511	1
411469	COG1146	1
411469	COG0682	1
411469	COG0330	1
411469	COG0152	1
411469	COG0284	1
411469	NOG27565	1
411469	NOG16667	1
411469	COG1534	1
411469	COG0154	1
411469	COG0801	1
411469	NOG05202	1
411469	COG3894	1
411469	COG0719	1
411469	COG0014	1
411469	COG3266	1
411469	COG4576	1
411469	COG1544	1
411469	COG0563	1
411469	NOG09509	1
411469	COG3688	1
411469	COG1787	1
411469	COG1266	1
411469	NOG284987	1
411469	COG0190	1
411469	COG2005	1
411469	COG1176	1
411469	COG0764	1
411469	COG3619	1
411469	COG4770	1
411469	COG4268	1
411469	COG1687	1
411469	NOG284728	1
411469	COG0302	1
411469	COG1381	1
411469	COG0107	1
411469	NOG47705	1
411469	COG3480	1
411469	NOG292879	1
411469	COG4465	1
411469	COG1438	1
411469	COG0141	1
411469	NOG45064	1
411469	COG0343	1
411469	COG3549	1
411469	NOG298639	1
411469	COG0648	1
411469	COG0743	1
411469	NOG66385	1
411469	COG0227	1
411469	COG1314	1
411469	COG0787	1
411469	COG0228	1
411469	COG4149	1
411469	COG0047	1
411469	COG0249	1
411469	COG0102	1
411469	NOG245782	1
411469	COG2208	1
411469	COG0618	1
411469	COG0153	1
411469	NOG285037	1
411469	COG0692	1
411469	COG3857	1
411469	COG3326	1
411469	COG2836	1
411469	COG2891	1
411469	COG1372	1
411469	COG1479	1
411469	NOG54824	1
411469	NOG56363	1
411469	COG0207	1
411469	COG4086	1
411469	COG0820	1
411469	COG0777	1
411469	COG1472	1
411469	COG0864	1
411469	NOG25629	1
411469	COG3344	1
411469	COG0246	1
411469	COG0792	1
411469	NOG197729	1
411469	COG4961	1
411469	NOG286273	1
411469	COG3093	1
411469	NOG116396	1
411469	COG4687	1
411469	COG0556	1
411469	COG1048	1
411469	COG0311	1
411469	COG4231	1
411469	NOG16572	1
411469	NOG37041	1
411469	NOG26367	1
411469	COG4399	1
411469	COG2241	1
411469	NOG01068	1
411469	COG0468	1
411469	COG0803	1
411469	COG3716	1
411469	COG1358	1
411469	COG0708	1
411469	COG3715	1
411469	COG0718	1
411469	COG0240	1
411469	COG3314	1
411469	COG0069	1
411469	COG2155	1
411469	NOG14882	1
411469	COG0742	1
411469	COG0256	1
411469	COG0497	1
411469	NOG301034	1
411469	COG4512	1
411469	COG1702	1
411469	COG0009	1
411469	COG0216	1
411469	COG5009	1
411469	COG4657	1
411469	COG5652	1
411469	NOG08784	1
411469	COG3732	1
411469	COG0185	1
411469	NOG285217	1
411469	COG0267	1
411469	NOG02890	1
411469	COG1910	1
411469	COG2096	1
411469	NOG06557	1
411469	COG0134	1
411469	COG2137	1
411469	COG0825	1
411469	COG4916	1
411469	COG0125	1
411469	COG1410	1
411469	COG0089	1
411469	COG0749	1
411469	COG5012	1
411469	NOG232605	1
411469	NOG16810	1
411469	COG5527	1
411469	NOG295614	1
411469	NOG234506	1
411469	COG4122	1
411469	NOG41918	1
411469	COG0575	1
411469	COG0138	1
411469	COG0131	1
411469	COG0402	1
411469	arCOG09714	1
411469	COG1985	1
411469	NOG285342	1
411469	COG1636	1
411469	COG0016	1
411469	COG2501	1
411469	NOG55874	1
411469	COG3707	1
411469	NOG36863	1
411469	COG2195	1
411469	COG1194	1
411469	NOG234142	1
411469	COG4845	1
411469	COG3087	1
411469	NOG39991	1
411469	COG3598	1
411469	COG0120	1
411469	COG5610	1
411469	COG0165	1
411469	COG0183	1
411469	COG3668	1
411469	COG0680	1
411469	COG4667	1
411469	COG0103	1
411469	COG1117	1
411469	COG3177	1
411469	COG0536	1
411469	COG1091	1
411469	NOG301080	1
411469	NOG37006	1
411469	COG1654	1
411469	COG2022	1
411469	COG1179	1
411469	COG0409	1
411469	NOG04179	1
411469	COG1940	1
411469	COG2929	1
411469	COG0294	1
411469	NOG285095	1
411469	COG0345	1
411469	COG1399	1
411469	COG0359	1
411469	COG3874	1
411469	COG1611	1
411469	NOG27244	1
411469	COG3090	1
411469	COG1966	1
411469	NOG12424	1
411469	COG2183	1
411469	NOG203660	1
411469	COG1763	1
411469	COG1343	1
411469	COG0799	1
411469	COG3853	1
411469	NOG40046	1
411469	COG0521	1
411469	COG0237	1
411469	COG0353	1
411469	COG3830	1
411469	COG0761	1
411469	NOG102051	1
411469	NOG285049	1
411469	COG4894	1
411469	COG2723	1
411469	COG0061	1
411469	COG0587	1
411469	COG0281	1
411469	COG3385	1
411469	COG1106	1
411469	COG4472	1
411469	NOG300501	1
411469	COG1304	1
411469	COG0094	1
411469	COG1237	1
411469	NOG244050	1
411469	COG3063	1
411469	COG0020	1
411469	COG3864	1
411469	COG2255	1
411469	COG0053	1
411469	NOG285587	1
411469	COG4108	1
411469	COG0779	1
411469	COG0334	1
411469	COG2868	1
411469	COG0439	1
411469	COG4224	1
411469	COG1897	1
411469	COG1161	1
411469	COG1189	1
411469	NOG298917	1
411469	COG1385	1
411469	COG4887	1
411469	COG2358	1
411469	COG0018	1
